TN,Un Number,PSN,Class,SubClass,PG,Spec Prov,Packing Para,
,,"Ammunition, blank, see CARTRIDGES FOR
WEAPONS, BLANK",,,,,,
,,"Ammunition, fixed, semi-fixed or separate loading; see
CARTRIDGES FOR WEAPONS, etc.",,,,,,
,UN0171,"AMMUNITION, ILLUMINATING, with or without burster, expelling charge or propelling charge",1.2G,,,P4,A5.12.,
,UN0254,"AMMUNITION, ILLUMINATING, with or without burster, expelling charge or propelling charge",1.3G,,,P4,A5.12.,
,UN0297,"AMMUNITION, ILLUMINATING, with or without burster, expelling charge or propelling charge",1.4G,,,P5,A5.12.,
,UN0247,"AMMUNITION, INCENDIARY liquid or gel, with
burster, expelling charge or propelling charge",1.3J,,,P3,A5.12.,
,,"Ammunition, incendiary (water-activated contrivances) with burster, expelling charge or propelling charge; see
CONTRIVANCES, WATER-ACTIVATED, etc.",,,,,,
,UN0243,"AMMUNITION, INCENDIARY, WHITE
PHOSPHOROUS, with burster expelling charge or propelling charge",1.2H,,,P3,A5.12.,
,UN0244,"AMMUNITION, INCENDIARY, WHITE
PHOSPHOROUS, with burster expelling charge or
propelling charge",1.3H,,,P3,A5.12.,
,UN0009,"AMMUNITION, INCENDIARY, with or without
burster, expelling charge, or propelling charge",1.2G,,,P4,A5.12.,
,UN0010,"AMMUNITION, INCENDIARY, with or without
burster, expelling charge, or propelling charge",1.3G,,,P4,A5.12.,
,UN0300,"AMMUNITION, INCENDIARY, with or without
burster, expelling charge, or propelling charge",1.4G,,,P5,A5.12.,
,,"Ammunition, industrial, see CARTRIDGES, POWER DEVICE or CARTRIDGES, OIL WELL",,,,,,
,,"Ammunition, lachrymatory, see AMMUNITION, TEAR-PRODUCING",,,,,,
,UN0362,"AMMUNITION, PRACTICE",1.4G,,,P5,A5.12.,
,UN0488,"AMMUNITION, PRACTICE",1.3G,,,P4,A5.12.,
,UN0363,"AMMUNITION, PROOF",1.4G,,,P5,A5.12.,
,,"Ammunition, rocket, see WARHEADS, ROCKET",,,,,,
,,"Ammunition, SA (small arms), see CARTRIDGES FOR WEAPONS INERT PROJECTILE, etc.",,,,,,
,,"Ammunition, smoke (water-activated contrivances), white phosphorus, with burster, expelling charge or propelling charge; see CONTRIVANCES, WATER-
ACTIVATED, etc.  (UN0248)",,,,,,
,,"Ammunition, smoke (water-activated contrivances), without white phosphorus or phosphides, with burster, expelling charge or propelling charge; see CONTRIVANCES, WATER-ACTIVATED, etc.
(UN0249)",,,,,,
,UN0015,"AMMUNITION, SMOKE, with or without burster,
expelling charge or propelling charge",1.2G,,,P4,A5.12.,
,UN0016,"AMMUNITION, SMOKE, with or without burster,
expelling charge or propelling charge",1.3G,,,P4,A5.12.,
,UN0303,"AMMUNITION, SMOKE, with or without burster,
expelling charge or propelling charge",1.4G,,,P5,A5.12.,
,UN0245,"AMMUNITION, SMOKE, WHITE PHOSPHORUS,
with burster, expelling charge, or propelling charge",1.2H,,,P3,A5.12.,
,UN0246,"AMMUNITION, SMOKE, WHITE PHOSPHORUS,
with burster, expelling charge, or propelling charge",1.3H,,,P3,A5.12.,
,,"Ammunition, sporting, see CARTRIDGES FOR WEAPONS, etc. (UN0012,UN0328, UN0339)",,,,,,
,UN2017,"AMMUNITION, TEAR-PRODUCING,
NONEXPLOSIVE, without burster or expelling charge, non-fuzed",6.1,8,II,P4,A10.5.,
,UN0018,"AMMUNITION, TEAR-PRODUCING, with burster
expelling charge or propelling charge",1.2G,"8, 6.1",,P4,A5.12.,
,UN0019,"AMMUNITION, TEAR-PRODUCING, with burster
expelling charge or propelling charge",1.3G,"8, 6.1",,P4,A5.12.,
,UN0301,"AMMUNITION, TEAR-PRODUCING, with burster
expelling charge or propelling charge",1.4G,"8, 6.1",,P5,A5.12.,
*,UN0020,"AMMUNITION, TOXIC, with burster, expelling charge, or propelling charge",1.2K,6.1,,P1,A5.3.,
*,UN0021,"AMMUNITION, TOXIC, with burster, expelling
charge, or propelling charge",1.3K,6.1,,P1,A5.3.,
,,"Ammunition, toxic (water-activated contrivances), with burster, expelling charge or propelling charge; see CONTRIVANCES, WATER-ACTIVATED, etc.",,,,,,
,UN2016,"AMMUNITION, TOXIC, NON-EXPLOSIVE,
without burster or expelling charge, nonfuzed",6.1,,II,P2,A10.5.,
,,"Amorces, see FIREWORKS",,,,,,
,UN1104,AMYL ACETATES,3,,III,P5,A7.2.,
,UN2819,AMYL ACID PHOSPHATE,8,,III,P5,A12.2.,
,,"Amyl alcohols, see PENTANOLS",,,,,,
,,"Amyl aldehyde, see VALERALDEHYDE",,,,,,
,UN1106,AMYLAMINES,3,"8
8","II
III","P5
P5","A7.2.
A7.2.",
,UN2620,AMYL BUTYRATES,3,,III,P5,A7.2.,
,UN1107,AMYL CHLORIDE,3,,II,P5,A7.2.,
,UN1108,n-AMYLENE,3,,I,P3,A7.2.,
,UN1109,AMYL FORMATES,3,,III,P5,A7.2.,
,UN1111,AMYL MERCAPTAN,3,,II,"P5, A3",A7.2.,
,UN1110,n-AMYL METHYL KETONE,3,,III,P5,A7.2.,
,UN1112,AMYL NITRATE,3,,III,P5,A7.2.,
,UN1113,AMYL NITRITE,3,,II,P5,A7.2.,
,,"tert-Amylperoxy-3,5,5-trimethylhexanoate",,,,,FORBIDDEN,
,UN1728,AMYLTRICHLOROSILANE,8,,II,"P5, A7, N34",A12.2.,
,,"Anaesthetic ether, see DIETHYL ETHER",,,,,,
,,"Anhydrous ammonia, see AMMONIA, ANHYDROUS",,,,,,
,,"Anhydrous hydrazine, see HYDRAZINE,
ANHYDROUS",,,,,,
,,"Anhydrous hydriodic acid, see HYDROGEN IODIDE,
ANHYDROUS",,,,,,
,,"Anhydrous hydrofluoric acid, see HYDROGEN FLUORIDE, ANHYDROUS",,,,,,
+,UN1547,ANILINE,6.1,,II,P5,A10.4.,
,,"Aniline chloride, see ANILINE HYDROCHLORIDE",,,,,,
,UN1548,ANILINE HYDROCHLORIDE,6.1,,III,P5,A10.5.,
,,"Aniline oil, see ANILINE",,,,,,
,,"Aniline salt, see ANILINE HYDROCHLORIDE",,,,,,
,UN2431,ANISIDINES,6.1,,III,P5,A10.4.,
,UN2222,ANISOLE,3,,III,P5,A7.2.,
,UN1729,ANISOYL CHLORIDE,8,,II,P5,A12.2.,
,,"Anti-freeze liquid, see FLAMMABLE LIQUIDS,
N.O.S.",,,,,,
,,"Anti-knock compound, mixture, see MOTOR FUEL
ANTI-KNOCK MIXTURES",,,,,,
,,"Antimonious chloride, see ANTIMONY
TRICHLORIDE",,,,,,
*,UN3141,"ANTIMONY COMPOUNDS, INORGANIC,
LIQUID, N.O.S.",6.1,,III,P5,A10.4.,
*,UN1549,"ANTIMONY COMPOUNDS, INORGANIC, SOLID,
N.O.S.",6.1,,III,P5,A10.5.,
,,"Antimony hydride, see STIBINE",,,,,,
,,"Antimony (III) lactate, see ANTIMONY LACTATE",,,,,,
,UN1550,ANTIMONY LACTATE,6.1,,III,P5,A10.5.,
,,"Antimony oxide, see ANTIMONY COMPOUND,
INORGANIC, SOLID, N.O.S.",,,,,,
,UN1730,"ANTIMONY PENTACHLORIDE, LIQUID",8,,II,P5,A12.2.,
,UN1731,"ANTIMONY PENTACHLORIDE, SOLUTIONS",8,,II III,P5 P5,"A12.2.
A12.2.",
,UN1732,ANTIMONY PENTAFLUORIDE,8,6.1,II,"P4, A3, A7,
A10, N3, N36",A12.2.,
,,"Antimony pentasulphide, see ANTIMONY
COMPOUND, INORGANIC, SOLID, N.O.S.",,,,,,
,,"Antimony perchloride, liquid, see ANTIMONY
PENTACHLORIDE, LIQUID",,,,,,
,UN1551,ANTIMONY POTASSIUM TARTRATE,6.1,,III,P5,A10.5.,
,UN2871,ANTIMONY POWDER,6.1,,III,P5,A10.5.,
,,"Antimony sulphide and chlorate, mixture of",,,,,FORBIDDEN,
,,"Antimony sulphide, solid, see ANTIMONY
COMPOUNDS, INORGANIC, N.O.S.",,,,,,
,UN1733,"ANTIMONY TRICHLORIDE, LIQUID",8,,II,P5,A12.2.,
,UN1733,"ANTIMONY TRICHLORIDE, SOLID",8,,II,P5,A12.3.,
,,"Antu, see NAPTHYLTHIOUREA",,,,,,
,,"Aqua ammonia, see AMMONIA SOLUTION",,,,,,
,UN1006,"ARGON, COMPRESSED",2.2,,,P5,"A6.3., A6.5.",
,UN1951,"ARGON, REFRIGERATED LIQUID (cryogenic
liquid)",2.2,,I,P4,A6.11.,
,,"Aromatic liquids, see EXTRACTS, AROMATIC,
LIQUID or EXTRACTS, FLAVOURING, LIQUID",,,,,,
,,"Arsenate of lead, see LEAD ARSENATES",,,,,,
,,"Arsenates N.O.S., see ARSENIC COMPOUND, LIQUID, N.O.S. or ARSENIC COMPOUND, SOLID",,,,,,
,UN1558,ARSENIC,6.1,,II,P5,A10.5.,
,UN1553,"ARSENIC ACID, LIQUID",6.1,,I,P3,A10.4.,
,UN1554,"ARSENIC ACID, SOLID",6.1,,II,P5,A10.5.,
,UN1555,ARSENIC BROMIDE,6.1,,II,P5,A10.5,
,UN1562,ARSENICAL DUST,6.1,,II,P5,A10.5.,
*,UN2760,"ARSENICAL PESTICIDES, LIQUID,
FLAMMABLE, TOXIC, flashpoint less than 23 degrees C",3,"6.1
6.1",I II,P3 P4,"A7.2.
A7.2.",
*,UN2994,"ARSENICAL PESTICIDES, LIQUID, TOXIC",6.1,,"I
II III","P3
P5 P5","A10.4.
A10.4.
A10.4.",
*,UN2993,"ARSENICAL PESTICIDES, LIQUID, TOXIC,
FLAMMABLE, N.O.S.,  flashpoint not less than 23 degrees C",6.1,"3
3
3",I II III,P3 P4 P5,"A10.4.
A10.4.
A10.4.",
*,UN2759,"ARSENICAL PESTICIDES, SOLID, TOXIC",6.1,,I II III,P5 P5 P5,"A10.5.
A10.5.
A10.5.",
,,"Arsenious acid, solid, see ARSENIC TRIOXIDE",,,,,,
,,"Arsenious and mercuric iodide solution, see ARSENIC COMPOUNDS, LIQUID, N.O.S.",,,,,,
,UN1555,ARSENIC BROMIDE,6.1,,II,P5,A10.5.,
,,"Arsenic (III) bromide, see ARSENIC BROMIDE",,,,,,
,,"Arsenic chloride, see ARSENIC TRICHLORIDE",,,,,,
*,UN1556,"ARSENIC COMPOUNDS, LIQUID, N.O.S.
inorganic, including Arsenates, N.O.S., Arsenites,
N.O.S., Arsenic sulphides, N.O.S., and Organic compounds of arsenic, N.O.S.",6.1,,I II III,P3 P5 P5,"A10.4.
A10.4.
A10.4.",
*,UN1557,"ARSENIC COMPOUNDS, SOLID, N.O.S., including
Arsenates, N.O.S., Arsenites, N.O.S., Arsenic sulphides, N.O.S., and Organic compounds of arsenic, N.O.S.",6.1,,"I
II III","P5
P5 P5","A10.5.
A10.5.
A10.5.",
,,"Arsenic, fuming liquid, see ARSENIC
TRICHLORIDE",,,,,,
,,"Arsenic hydride, see ARSINE",,,,,,
,,"Arsenic (III) oxide, ARSENIC TRIOXIDE",,,,,,
,,"Arsenic (V) oxide, see ARSENIC PENTOXIDE",,,,,,
,UN1559,ARSENIC PENTOXIDE,6.1,,II,P5,A10.5.,
,,"Arsenic sulphide and a chlorate, mixtures of",,,,,FORBIDDEN,
,,"Arsenic sulphides, N.O.S., see, ARSENIC COMPOUND, LIQUID, N.O.S. or ARSENIC
COMPOUND SOLID N.O.S.",,,,,,
,UN1560,ARSENIC TRICHLORIDE,6.1,,I,"P2, 2",A10.6.,
,UN1561,ARSENIC TRIOXIDE,6.1,,II,P5,A10.5.,
,,"Arsenic, white, solid, see ARSENIC TRIOXIDE",,,,,,
,,"Arsenious chloride, see ARSENIC TRICHLORIDE",,,,,,
,,"Arsenites, N.O.S., see ARSENIC COMPOUND LIQUID, N.O.S. or ARSENIC COMPOUND,
SOLID, N.O.S.",,,,,,
,,"Arsenous and mercuric iodide solution, see ARSENIC COMPOUND LIQUID, N.O.S.",,,,,,
,,"Arsenous chloride, see ARSENIC TRICHLORIDE",,,,,,
,UN2188,ARSINE,2.3,2.1,,"P1, 1",A6.15.,
,UN3522,"ARSINE, ADSORBED",2.3,2.1,,"P1, 1",A6.15.,
*,UN3542,"ARTICLES CONTAINING A SUBSTANCE LIABLE TO SPONTANEOUS COMBUSTION,
N.O.S.",4.2,,,,FORBIDDEN,
*,UN3543,"ARTICLES CONTAINING A SUBSTANCE WHICH EMITS FLAMMABLE GAS IN
CONTACT WITH WATER, N.O.S.",4.3,,,,FORBIDDEN,
*,UN3547,"ARTICLES CONTAINING CORROSIVE SUBSTANCE, N.O.S.",8,,,"P5, 391",A12.6,
*,UN3537,"ARTICLES CONTAINING FLAMMABLE GAS, N.O.S.",2.1,,,"P4, 391",A6.28,
*,UN3540,"ARTICLES CONTAINING FLAMMABLE LIQUID, N.O.S.",3,,,"P5, 391",A7.12,
*,UN3541,"ARTICLES CONTAINING FLAMMABLE SOLID,
N.O.S.",4.1,,,"P5, 391",A8.15,
*,UN3548,"ARTICLES CONTAINING MISCELLANEOUS
DANGEROUS GOODS, N.O.S.",9,,,"P5, 391",A13.5,
*,UN3538,"ARTICLES CONTAINING NON FLAMMABLE, NON TOXIC GAS, N.O.S.",2.2,,,"P5, 391",A6.28,
*,UN3545,"ARTICLES CONTAINING ORGANIC PEROXIDE, N.O.S.",5.2,,,,FORBIDDEN,
*,UN3544,"ARTICLES CONTAINING OXIDIZING SUBSTANCE, N.O.S.",5.1,,,,FORBIDDEN,
*,UN3539,"ARTICLES CONTAINING TOXIC GAS, N.O.S.",2.3,,,,FORBIDDEN,
*,UN3546,"ARTICLES CONTAINING TOXIC SUBSTANCE, N.O.S.",6.1,,,"P5, 391",A10.13,
*,UN0486,"ARTICLES, EXPLOSIVE, EXTREMELY
INSENSITIVE or ARTICLES, EEI",1.6N,,,P5,A5.3.,
*,UN0349,"ARTICLES, EXPLOSIVE, N.O.S.",1.4S,,,"P5, 347, A69",A5.3.,
*,UN0350,"ARTICLES, EXPLOSIVE, N.O.S.",1.4B,,,P5,A5.3.,
*,UN0351,"ARTICLES, EXPLOSIVE, N.O.S.",1.4C,,,P5,A5.3.,
*,UN0352,"ARTICLES, EXPLOSIVE, N.O.S.",1.4D,,,P5,A5.3.,
*,UN0353,"ARTICLES, EXPLOSIVE, N.O.S.",1.4G,,,P5,A5.3.,
*,UN0354,"ARTICLES, EXPLOSIVE, N.O.S.",1.1L,,,P3,A5.3.,
*,UN0355,"ARTICLES, EXPLOSIVE, N.O.S.",1.2L,,,P3,A5.3.,
*,UN0356,"ARTICLES, EXPLOSIVE, N.O.S.",1.3L,,,P3,A5.3.,
*,UN0462,"ARTICLES, EXPLOSIVE, N.O.S.",1.1C,,,P4,A5.3.,
*,UN0463,"ARTICLES, EXPLOSIVE, N.O.S.",1.1D,,,P4,A5.3.,
*,UN0464,"ARTICLES, EXPLOSIVE, N.O.S.",1.1E,,,P4,A5.3.,
*,UN0465,"ARTICLES, EXPLOSIVE, N.O.S.",1.1F,,,P4,A5.3.,
*,UN0466,"ARTICLES, EXPLOSIVE, N.O.S.",1.2C,,,P4,A5.3.,
*,UN0467,"ARTICLES, EXPLOSIVE, N.O.S.",1.2D,,,P4,A5.3.,
*,UN0468,"ARTICLES, EXPLOSIVE, N.O.S.",1.2E,,,P4,A5.3.,
*,UN0469,"ARTICLES, EXPLOSIVE, N.O.S.",1.2F,,,P4,A5.3.,
*,UN0470,"ARTICLES, EXPLOSIVE, N.O.S.",1.3C,,,P4,A5.3.,
*,UN0471,"ARTICLES, EXPLOSIVE, N.O.S.",1.4E,,,P5,A5.3.,
*,UN0472,"ARTICLES, EXPLOSIVE, N.O.S.",1.4F,,,P5,A5.3.,
,UN3164,"ARTICLES, PRESSURIZED HYDRAULIC
containing nonflammable gas",2.2,,,P5,"A6.4.,      A6.5.,
A6.8.",
,UN3164,"ARTICLES, PRESSURIZED, PNEUMATIC or
ARTICLES, PRESSURIZED, HYDRAULIC
containing nonflammable gas",2.2,,,P5,"A6.4.,      A6.5., A6.8.",
,UN0380,"ARTICLES, PYROPHORIC",1.2L,,,P3,A5.3.,
,UN0428,"ARTICLES, PYROTECHNIC for technical purposes",1.1G,,,P4,A5.18.,
,UN0429,"ARTICLES, PYROTECHNIC for technical purposes",1.2G,,,P4,A5.18.,
,UN0430,"ARTICLES, PYROTECHNIC for technical purposes",1.3G,,,P4,A5.18.,
,UN0431,"ARTICLES, PYROTECHNIC for technical purposes",1.4G,,,P5,A5.18.,
,UN0432,"ARTICLES, PYROTECHNIC for technical purposes",1.4S,,,"P5, A69",A5.18.,
,UN2586,"ARYLSULPHONIC ACIDS. LIQUID, with 5% or
less free sulphuric acid",8,,III,P5,A12.2.,
,UN2584,"ARYLSULPHONIC ACIDS. LIQUID, with  more
than 5% free sulphuric acid",8,,II,P5,A12.2.,
,UN2585,"ARYLSULPHONIC ACIDS. SOLID, with 5% or less
free sulphuric acid",8,,III,P5,A12.3.,
,UN2583,"ARYLSULPHONIC ACIDS. SOLID, with more than
5% free sulphuric acid",8,,II,P5,A12.3.,
D,NA2212,ASBESTOS,9,,III,"P5, 156",A13.15,
*,UN2212,"ASBESTOS, AMPHIBOLE amosite, tremolite,
actinolite, anthopphylite, or crocidolite",9,,II,"P5, 156",A13.15,
,UN2590,"ASBESTOS, CHRYSOTILE",9,,III,"P5, 156",A13.15,
,,Ascaridole (organic peroxide),,,,,FORBIDDEN,
D,NA1999,"ASPHALT, at or above its flashpoint",9,,III,,FORBIDDEN,
,,"Asphalt, cut back; see TARS, LIQUID, etc.",,,,,,
,,"Automobile, motorcycle, tractor,  other    self-propelled vehicle, engine, or other mechanical apparatus, see
VEHICLES or BATTERY, etc.",,,,,,
*,UN3334,"AVIATION REGULATED LIQUID, N.O.S.",9,,,"P5, A35, A506",A13.14.,
*,UN3335,"AVIATION REGULATED SOLID, N.O.S.",9,,,"P5, A35,
A506",A13.14.,
,,Azaurolic Acid (salt of) (dry),,,,,FORBIDDEN,
,,Azidodithiocarbonic acid,,,,,FORBIDDEN,
,,Azidoethyl nitrate,,,,,FORBIDDEN,
,,Azido guanidine picrate (dry),,,,,FORBIDDEN,
,,5-Azido-1-hydroxy tetrazole,,,,,FORBIDDEN,
,,Azido hydroxy tetrazole (mercury and silver salts),,,,,FORBIDDEN,
,,"3-Azido-1, 2-propylene glycol dinitrate",,,,,FORBIDDEN,
,,"1-Aziridinylphosphine oxide-(tris), see TRIS-(1-
AZIRIDINYL) PHOSPHINE OXIDE, SOLUTION",,,,,,
,UN3242,AZODICARBONAMIDE,4.1,,,,FORBIDDEN,
,,"Azodicarbonamide formulation type b, temperature controlled",,,,,FORBIDDEN,
,,"2,2'-Azodi-(2,4-dimethyl-4-methoxyvaleronitrile) see SELF-REACTIVE SOLID TYPE D, TEMPERATURE CONTROLLED",,,,,,
,,"2,2'-Azodi-(2,4 dimethylvaleronitrile) see SELF- REACTIVE SOLID TYPE D TEMPERATURE CONTROLLED",,,,,,
,,"1,1'-Azodi-(hexahydrobenzonitrile) see SELF-
REACTIVE SOLID TYPE D",,,,,,
,,"Azodiisobutyronitrile, see SELF-REACTIVE SOLID TYPE C, TEMPERATURE CONTROLLED",,,,,,
,,"2,2'-Azodi-(2-methylbutyronitrile), see SELF- REACTIVE SOLID TYPE D, TEMPERATURE CONTROLLED",,,,,,
,,Azotetrazole (dry),,,,,FORBIDDEN,
,,"Bag charges, see CHARGES, PROPELLING, FOR CANNON, etc.",,,,,,
,,"Ballistite, see POWDER, SMOKELESS, etc.",,,,,,
,,"Bangalore torpedoes, see MINES, etc.",,,,,,
,UN1400,BARIUM,4.3,,II,"P4, A19",A8.3.,
,,"Barium alloys, see ALKALINE EARTH METAL ALLOY, N.O.S.",,,,,,
,UN1854,"BARIUM ALLOYS, PYROPHORIC",4.2,,I,P3,A8.5.,
,UN0224,"BARIUM AZIDE, dry or wetted with less than 50%
water, by mass",1.1A,6.1,,"P3, 111, 117",A5.4.,
,UN1571,"BARIUM AZIDE, wetted with not less than 50% water,
by mass",4.1,6.1,I,"P4, 162, A2",A8.10.,
,UN2719,BARIUM BROMATE,5.1,6.1,II,P4,A9.6.,
,UN1445,"BARIUM CHLORATE, SOLID",5.1,6.1,II,"P4, A9, N34",A9.6.,
,UN3405,BARIUM CHLORATE SOLUTION,5.1,"6.1
6.1",II III,"P4, A9, N34 P4, A9, N34","A9.5.
A9.5.",
*,UN1564,"BARIUM COMPOUNDS, N.O.S.",6.1,,"II
III","P5
P5","A10.5.
A10.5.",
,UN1565,BARIUM CYANIDE,6.1,,I,"P3, N74, N75",A10.5.,
,,"Barium binoxide, see BARIUM PEROXIDE",,,,,,
,UN2741,BARIUM HYPOCHLORITE with more than 22% available chlorine,5.1,6.1,II,"P5, A7, A9, N34",A9.6.,
,UN1446,BARIUM NITRATE,5.1,6.1,II,P5,A9.6.,
,UN1884,BARIUM OXIDE,6.1,,III,P5,A10.5.,
,UN1447,"BARIUM PERCHLORATE, SOLID",5.1,6.1,II,P5,A9.6.,
,UN3406,"BARIUM PERCHLORATE, SOLUTION",5.1,"6.1
6.1",II III,P5 P5,"A9.5.
A9.5.",
,UN1448,BARIUM PERMANGANATE,5.1,6.1,II,P5,A9.6.,
,UN1449,BARIUM PEROXIDE,5.1,6.1,II,"P5, A9",A9.6.,
,,Barium selenate see SELENATES or SELENITES,,,,,,
,,"Barium selenite, see SELENATES or SELENITES",,,,,,
,,"Barium superoxide, see BARIUM PEROXIDE",,,,,,
,UN3292,"BATTERIES, CONTAINING  SODIUM",4.3,,,P5,A8.18.,
,,"Batteries, Dry , not regulated",,,,A67,,
,UN3028,"BATTERIES, DRY, CONTAINING POTASSIUM
HYDROXIDE SOLID, electric storage",8,,,P5,A12.4.,
,UN2794,"BATTERIES, WET, FILLED WITH ACID, electric
storage",8,,,P5,A12.4.,
,UN2795,"BATTERIES, WET, FILLED WITH ALKALI,
electric storage",8,,,P5,A12.4.,
,UN2800,"BATTERIES, WET, NON-SPILLABLE, electric
storage",8,,,"P5, A67",A12.4.,
,UN2796,"BATTERY FLUID, ACID",8,,II,"P5, A3, A7,
N6, N34","A12.2., A12.4.",
,UN2797,"BATTERY FLUID, ALKALI",8,,II,"P5, N6","A12.2., A12.4.",
,UN3171,BATTERY-POWERED EQUIPMENT,9,,,"P5, 134",A13.6.,
,UN3171,BATTERY-POWERED VEHICLE,9,,,"P5, 134",A13.6.,
,,"Battery, wet filled with acid or alkali with vehicle or mechanical equipment containing an internal
combustion engine, see VEHICLE, etc. or ENGINES, INTERNAL COMBUSTION, etc.",,,,,,
,,"Benzal chloride, see BENZYLIDENE CHLORIDE",,,,,,
+,UN1990,BENZALDEHYDE,9,,III,P5,A13.2.,
,UN1114,BENZENE,3,,II,P5,A7.2.,
,,Benzene diazonium chloride (dry),,,,,FORBIDDEN,
,,Benzene diazonium nitrate (dry),,,,,FORBIDDEN,
,,"Benzene-1,3-disulpho hydrazide, not more than 52% as
a paste see SELF- REACTIVE SOLID TYPE D",,,,,,
,,"Benzene-1,3-disulphonyl hydrazide, more than 52% as a
paste",,,,,FORBIDDEN,
,,"Benzene phosphorus dichloride; see PHENYL
PHOSPHORUS DICHLORIDE",,,,,,
,,"Benzene phosphorus thiodichloride, see PHENYL PHOSPHORUS THIODICHLORIDE",,,,,,
,UN2225,BENZENESULPHONYL CHLORIDE,8,,III,P5,A12.2.,
,,"Benzenesulphonyl hydrazide, see SELF-REACTIVE
SOLID TYPE D",,,,,,
,,"Benzenethiol, see PHENYL MERCAPTAN",,,,,,
,,Benzene triozonide,,,,,FORBIDDEN,
,UN1885,BENZIDINE,6.1,,II,P5,A10.5.,
,,"Benzol, see BENZENE",,,,,,
,,"Benzolene, see PETROLEUM DISTILLATES, N.O.S.",,,,,,
,UN2224,BENZONITRILE,6.1,,II,P5,A10.4.,
,UN2587,BENZOQUINONE,6.1,,II,P5,A10.5.,
,,"Benzosulphochloride, see BENZENESULPHONYL
CHLORIDE",,,,,,
,UN2226,BENZOTRICHLORIDE,8,,II,P5,A12.2.,
,UN2338,BENZOTRIFLUORIDE,3,,II,P5,A7.2.,
,,Benzoxidiazoles (dry),,,,,FORBIDDEN,
,,Benzoyl azide,,,,,FORBIDDEN,
,UN1736,BENZOYL CHLORIDE,8,,II,P5,A12.2.,
,UN1737,BENZYL BROMIDE,6.1,8,II,"P4, A3, A7, N33, N34",A10.4.,
,UN1738,BENZYL CHLORIDE,6.1,8,II,"P4, A3, A7, N33, N42",A10.4.,
,UN1738,"BENZYL CHLORIDE, unstabilized",6.1,8,II,"P4, A3, A7, N33, N34,
N43",A10.4.,
,,"Benzyl chlorocarbonate, see BENZYL CHLOROFORMATE",,,,,,
,UN1739,BENZYL CHLOROFORMATE,8,,I,"P3, N41",A12.2.,
,,"Benzyl cyanide, see PHENYLACETONITRILE,
LIQUID",,,,,,
,UN2619,BENZYLDIMETHYLAMINE,8,3,II,P5,A12.2.,
,,"4-(benzyl(ethyl)amino)-3-ethoxybenzenediazonium zinc
chloride see SELF-REACTIVE SOLID TYPE D",,,,,,
,UN1886,BENZYLIDENE CHLORIDE,6.1,,II,P5,A10.4.,
,UN2653,BENZYL IODIDE,6.1,,II,P5,A10.4.,
,,"4-(benzyl(methyl)amino)3-ethoxybenzenediazonium zinc chloride see SELF-REACTIVE SOLID TYPE D, TEMPERATURE CONTROLLED",,,,,,
*,UN1566,"BERYLLIUM COMPOUNDS, N.O.S.",6.1,,"II
III","P5
P5","A10.5.
A10.5.",
,UN2464,BERYLLIUM NITRATE,5.1,6.1,II,P5,A9.6.,
,UN1567,"BERYLLIUM, POWDER",6.1,4.1,II,P5,A10.5.,
,,"Beverage extract (concentrate), see CORROSIVE
LIQUID, ACIDIC, INORGANIC, N.O.S.",,,,,,
,UN2251,"BICYCLO [2,2,1] HEPTA-2-5-DIENE, STABILIZED or 2,5-NORBORNADIENE,
STABILIZED",3,,II,"P5, 387",A7.3,
,UN3373,"BIOLOGICAL SUBSTANCE, CATEGORY B",6.2,,,"P5, A508",A10.9,
,UN3291,"BIOMEDICAL WASTE, N.O.S.",6.2,,II,"P5, A117",A10.10.,
,,Biphenyl triozonide,,,,,FORBIDDEN,
*,UN2782,"BIPYRIDILIUM PESTICIDES, LIQUID,
FLAMMABLE, TOXIC, flashpoint less than 23 degrees C",3,"6.1
6.1",I II,P3 P4,"A7.2.
A7.2.",
*,UN3016,"BIPYRIDILIUM PESTICIDES, LIQUID, TOXIC",6.1,,"I
II III","P3
P4 P5","A10.4.
A10.4.
A10.4.",
*,UN3015,"BIPYRIDILIUM PESTICIDES, LIQUID, TOXIC,
FLAMMABLE, flashpoint not less than 23 degrees C",6.1,"3
3
3",I II III,P3 P4 P5,"A10.4.
A10.4.
A10.4.",
*,UN2781,"BIPYRIDILIUM PESTICIDES, SOLID, TOXIC",6.1,,"I
II III","P5
P5 P5","A10.5.
A10.5.
A10.5.",
,UN2837,"BISULFATES, AQUEOUS SOLUTION",8,,II III,"P5, A7, N34 P5, A7, N34","A12.2.
A12.2.",
,UN2693,"BISULFITES, AQUEOUS SOLUTIONS, N.O.S.",8,,III,P5,A12.2.,
,UN0027,"BLACK POWDER or GUNPOWDER, granular or as a meal",1.1D,,,P4,A5.8.,
,UN0028,"BLACK, POWDER, COMPRESSED or
GUNPOWDER, COMPRESSED or BLACK POWDER, IN PELLETS or GUNPOWDER, IN PELLETS",1.1D,,,P4,A5.8.,
,NA0027,BLACK POWDER FOR SMALL ARMS,4.1,,I,,FORBIDDEN,
,,"Blasting agent, N.O.S., see EXPLOSIVES,
BLASTING",,,,,,
,,"Blasting cap, assemblies; see DETONATOR
ASSEMBLIES NON-ELECTRIC, for blasting",,,,,,
,,"Blasting caps, electric, see DETONATORS,
ELECTRIC, for blasting",,,,,,
,,"Blasting caps, nonelectric, see DETONATORS, NON-
ELECTRIC,  for blasting",,,,,,
